,LNC,Lincoln National Corporation,35.34,50.49,,-30.01%
,DAL,"Delta Air Lines, Inc.",32.82,46.89,,-30.01%
,INCY,Incyte Corporation,93.15,131.47,,-29.15%
,VIAC,CBS Corporation Common Stock,29.73,43.76,,-32.06%
,FLS,Flowserve Corp,28.24,43.26,,-34.72%
,PBCT,"People's United Financial, Inc.",10.59,15.7,,-32.55%
,IR,Ingersoll Rand Inc,36.32,56.48,,-35.69%
,MPC,Marathon Petroleum Corp,32.02,47.25,,-32.23%
,REG,Regency Centers Corp,40.04,60.12,,-33.40%
,UAL,United Airlines Holdings Inc,36.74,57.28,,-35.86%
,HST,Host Hotels and Resorts Inc,11.92,17.27,,-30.98%
,HWM,Howmet Aerospace Inc,18.39,28.89,,-36.34%
,WRK,Westrock Co,34.34,53.83,,-36.21%
,ALXN,"Alexion Pharmaceuticals, Inc.",108.72,169.03,,-35.68%
,GILD,"Gilead Sciences, Inc.",66.34,111.05,,-40.26%
,CF,"CF Industries Holdings, Inc.",33.69,54.78,,-38.50%
,FRT,Federal Realty Investment Trust,80.52,131.8,,-38.91%
,PVH,PVH Corp,71.4,113.44,,-37.06%
,DISH,DISH Network Corp,32.66,56.51,,-42.20%
,CVS,CVS Health Corp,57.97,101.6,,-42.94%
,UNM,Unum Group,18.83,32.99,,-42.92%
